universe_index,family,taxon
1827,OROBANCHACEAE,Pedicularis sylvatica
1828,POACEAE,Periballia involucrata
1829,POLYGONACEAE,Persicaria amphibia
1830,POLYGONACEAE,Persicaria bistorta
1831,POLYGONACEAE,Persicaria lapathifolia
1832,POLYGONACEAE,Persicaria maculosa
1833,POLYGONACEAE,Persicaria minus
1834,CARYOPHYLLACEAE,Petrorhagia nanteuilii
1835,CARYOPHYLLACEAE,Petrorhagia prolifera
1836,APIACEAE,Petroselinum crispum
1837,APIACEAE,Petroselinum segetum
1838,APIACEAE,Peucedanum carvifolia
1839,APIACEAE,Peucedanum officinale
1840,APIACEAE,Peucedanum ostruthium
1841,ASTERACEAE,Phagnalon rupestre
1842,ASTERACEAE,Phagnalon saxatile
1843,ASTERACEAE,Phagnalon saxatilis
1844,ASTERACEAE,Phagnalon sordidum
1845,ASTERACEAE,Phalacrocarpum oppositifolium
1846,POACEAE,Phalaris arundinacea
1847,POACEAE,Phalaris canariensis
1848,POACEAE,Phalaris minor
1849,OROBANCHACEAE,Phelipanche arenaria
1850,OROBANCHACEAE,Phelipanche cernua
1851,OROBANCHACEAE,Phelipanche lavandulaceoides
1852,OROBANCHACEAE,Phelipanche purpurea subsp. bohemica
1853,OROBANCHACEAE,Phelipanche rosmarina
1854,OLEACEAE,Phillyrea angustifolia
1855,OLEACEAE,Phillyrea latifolia
1856,POACEAE,Phleum alpinum
1857,POACEAE,Phleum alpinum subsp. alpinum
1858,POACEAE,Phleum phleoides
1859,POACEAE,Phleum pratense
1860,POACEAE,Phleum pratense subsp. bertolonii
1861,LAMIACEAE,Phlomis herba-venti
1862,LAMIACEAE,Phlomis lychnitis
1863,POACEAE,Phragmites australis
1864,APIACEAE,Physospermum cornubiense
1865,CAMPANULACEAE,Phyteuma hemisphaericum
1866,CAMPANULACEAE,Phyteuma orbiculare
1867,CAMPANULACEAE,Phyteuma pyrenaicum
1868,CAMPANULACEAE,Phyteuma spicatum
1869,PINACEAE,Picea abies subsp. abies
1870,ASTERACEAE,Picnomon acarna
1871,ASTERACEAE,Picris echioides
1872,ASTERACEAE,Picris hieracioides
1873,ASTERACEAE,Picris hispanica
1874,ASTERACEAE,Pilosella capillata
1875,ASTERACEAE,Pilosella castellana
1876,ASTERACEAE,Pilosella galiciana
1877,ASTERACEAE,Pilosella officinarum
1878,ASTERACEAE,Pilosella pintodasilvae
1879,ASTERACEAE,Pilosella pseudopilosella
1880,ASTERACEAE,Pilosella saussureoides
1881,ASTERACEAE,Pilosella sp.
1882,ASTERACEAE,Pilosella subtardans
1883,ASTERACEAE,Pilosella tricholepia
1884,ASTERACEAE,Pilosella vahlii
1885,APIACEAE,Pimpinella espanensis
1886,APIACEAE,Pimpinella gracilis
1887,APIACEAE,Pimpinella major
1888,APIACEAE,Pimpinella saxifraga
1889,APIACEAE,Pimpinella villosa
1890,LENTIBULARIACEAE,Pinguicula grandiflora
1891,LENTIBULARIACEAE,Pinguicula lusitanica
1892,LENTIBULARIACEAE,Pinguicula vulgaris
1893,PINACEAE,Pinus halepensis
1894,PINACEAE,Pinus nigra subsp. salzmannii
1895,PINACEAE,Pinus pinaster
1896,PINACEAE,Pinus pinea
1897,PINACEAE,Pinus sylvestris
1898,PINACEAE,Pinus uncinata
1899,POACEAE,Piptatherum miliaceum
1900,POACEAE,Piptatherum paradoxum
1901,ANACARDIACEAE,Pistacia lentiscus
1902,ANACARDIACEAE,Pistacia terebinthus
1903,CRASSULACEAE,Pistorinia hispanica
1904,FABACEAE,Pisum sativum subsp. elatius
1905,PLANTAGINACEAE,Plantago afra
1906,PLANTAGINACEAE,Plantago albicans
1907,PLANTAGINACEAE,Plantago alpina
1908,PLANTAGINACEAE,Plantago atrata subsp. discolor
1909,PLANTAGINACEAE,Plantago coronopus
1910,PLANTAGINACEAE,Plantago crassifolia
1911,PLANTAGINACEAE,Plantago holosteum
1912,PLANTAGINACEAE,Plantago lagopus
1913,PLANTAGINACEAE,Plantago lanceolata
1914,PLANTAGINACEAE,Plantago loeflingii
1915,PLANTAGINACEAE,Plantago major
1916,PLANTAGINACEAE,Plantago maritima subsp. serpentina
1917,PLANTAGINACEAE,Plantago media
1918,PLANTAGINACEAE,Plantago monosperma subsp. discolor
1919,PLANTAGINACEAE,Plantago sempervirens
1920,PLANTAGINACEAE,Plantago subulata
1921,ORCHIDACEAE,Platanthera algeriensis
1922,ORCHIDACEAE,Platanthera bifolia
1923,ORCHIDACEAE,Platanthera chlorantha
1924,ORCHIDACEAE,Platanthera clorantha
1925,PLATANACEAE,Platanus hispanica
1926,PAPAVERACEAE,Platycapnos spicata
1927,PLUMBAGINACEAE,Plumbago europaea
1928,POACEAE,Poa alpina
1929,POACEAE,Poa angustifolia
1930,POACEAE,Poa annua
1931,POACEAE,Poa bulbosa
1932,POACEAE,Poa bulbosa var. vivipara
1933,POACEAE,Poa cenisia
1934,POACEAE,Poa chaixii
1935,POACEAE,Poa compressa
1936,POACEAE,Poa feratiana
1937,POACEAE,Poa flaccidula
1938,POACEAE,Poa ligulata
1939,POACEAE,Poa nemoralis
1940,POACEAE,Poa pratensis subsp. angustifolia
1941,POACEAE,Poa trivialis subsp. sylvicola
1942,POACEAE,Poa trivialis subsp. trivialis
1943,ASTERACEAE,Podospermum laciniatum
1944,CARYOPHYLLACEAE,Polycarpon tetraphyllum
1945,AMARANTHACEAE,Polycnemum arvense
1946,POLYGALACEAE,Polygala alpestris
1947,POLYGALACEAE,Polygala alpina
1948,POLYGALACEAE,Polygala calcarea
1949,POLYGALACEAE,Polygala exilis
1950,POLYGALACEAE,Polygala monspeliaca
1951,POLYGALACEAE,Polygala nicaeensis
1952,POLYGALACEAE,Polygala rupestris
1953,POLYGALACEAE,Polygala serpyllifolia
1954,POLYGALACEAE,Polygala vulgaris
1955,ASPARAGACEAE,Polygonatum odoratum
1956,ASPARAGACEAE,Polygonatum verticillatum
1957,POLYGONACEAE,Polygonum amphibium
1958,POLYGONACEAE,Polygonum arenastrum
1959,POLYGONACEAE,Polygonum aviculare
1960,POLYGONACEAE,Polygonum bellardii
1961,POLYGONACEAE,Polygonum equisetiforme
1962,POLYGONACEAE,Polygonum lapathifolium
1963,POLYGONACEAE,Polygonum mite
1964,POLYGONACEAE,Polygonum persicaria
1965,POLYGONACEAE,Polygonum rurivagum
1966,POLYPODIACEAE,Polypodium cambricum
1967,POLYPODIACEAE,Polypodium interjectum
1968,POLYPODIACEAE,Polypodium vulgare
1969,POLYPODIACEAE,Polypodium x mantoniae
1970,POLYPODIACEAE,Polypodium x shivasiae
1971,POACEAE,Polypogon maritimus
1972,POACEAE,Polypogon monspeliensis
1973,POACEAE,Polypogon viridis
1974,DRYOPTERIDACEAE,Polystichum aculeatum
1975,DRYOPTERIDACEAE,Polystichum lonchitis
1976,DRYOPTERIDACEAE,Polystichum setiferum
1977,DRYOPTERIDACEAE,Polystichum x bicknellii
1978,DRYOPTERIDACEAE,Polystichum x illyricum
1979,SALICACEAE,Populus alba
1980,SALICACEAE,Populus nigra
1981,SALICACEAE,Populus nigra var. italica
1982,SALICACEAE,Populus tremula
1983,SALICACEAE,Populus x canadensis
1984,PORTULACACEAE,Portulaca oleracea
1985,PORTULACACEAE,Portulaca oleracea subsp. granulatostellulata
1986,POTAMOGETONACEAE,Potamogeton berchtoldii
1987,POTAMOGETONACEAE,Potamogeton crispus
1988,POTAMOGETONACEAE,Potamogeton lucens
1989,POTAMOGETONACEAE,Potamogeton natans
1990,POTAMOGETONACEAE,Potamogeton nodosus
1991,POTAMOGETONACEAE,Potamogeton pectinatus
1992,POTAMOGETONACEAE,Potamogeton perfoliatus
1993,POTAMOGETONACEAE,Potamogeton polygonifolius
1994,ROSACEAE,Potentilla anserina
1995,ROSACEAE,Potentilla argentea
1996,ROSACEAE,Potentilla cinerea
1997,ROSACEAE,Potentilla crantzii
1998,ROSACEAE,Potentilla erecta
1999,ROSACEAE,Potentilla hirta
2000,ROSACEAE,Potentilla hispanica
2001,ROSACEAE,Potentilla micrantha
2002,ROSACEAE,Potentilla montana
2003,ROSACEAE,Potentilla neumanniana
2004,ROSACEAE,Potentilla palustris
2005,ROSACEAE,Potentilla pensylvanica
2006,ROSACEAE,Potentilla pyrenaica
2007,ROSACEAE,Potentilla recta
2008,ROSACEAE,Potentilla reptans
2009,ROSACEAE,Potentilla rupestris
2010,ROSACEAE,Potentilla sterilis
2011,ROSACEAE,Potentilla tabernaemontani
2012,ROSACEAE,Potentilla velutina
2013,PRIMULACEAE,Primula acaulis
2014,PRIMULACEAE,Primula acaulis subsp. acaulis
2015,PRIMULACEAE,Primula elatior
2016,PRIMULACEAE,Primula elatior subsp. elatior
2017,PRIMULACEAE,Primula veris
2018,PRIMULACEAE,Primula veris subsp. columnae
2019,PRIMULACEAE,Primula veris subsp. suaveolens
2020,PRIMULACEAE,Primula veris subsp. veris
2021,ROSACEAE,Prunus avium
2022,ROSACEAE,Prunus domestica
2023,ROSACEAE,Prunus dulcis
2024,ROSACEAE,Prunus insititia
2025,ROSACEAE,Prunus lusitanica
2026,ROSACEAE,Prunus mahaleb
2027,ROSACEAE,Prunus padus
2028,ROSACEAE,Prunus padus subsp. padus
2029,ROSACEAE,Prunus spinosa
2030,PINACEAE,Pseudotsuga menziesii
2031,POACEAE,Psilurus incurvus
2032,DENNSTAEDTIACEAE,Pteridium aquilinum
2033,FABACEAE,Pterospartum tridentatum subsp. cantabricum
2034,FABACEAE,Pterospartum tridentatum subsp. lasianthum
2035,APIACEAE,Ptychotis saxifraga
2036,POACEAE,Puccinellia distans
2037,POACEAE,Puccinellia fasciculata
2038,POACEAE,Puccinellia festuciformis
2039,POACEAE,Puccinellia rupestris
2040,ASTERACEAE,Pulicaria dysenterica
2041,ASTERACEAE,Pulicaria dysenterica subsp. hispanica
2042,ASTERACEAE,Pulicaria odora
2043,BORAGINACEAE,Pulmonaria longifolia
2044,RANUNCULACEAE,Pulsatilla rubra
2045,CYPERACEAE,Pycreus flavescens
2046,ERICACEAE,Pyrola minor
2047,ROSACEAE,Pyrus communis
2048,FAGACEAE,Quercus cerrioides
2049,FAGACEAE,Quercus coccifera
2050,FAGACEAE,Quercus faginea
2051,FAGACEAE,Quercus faginea subsp. faginea
2052,FAGACEAE,Quercus humilis
2053,FAGACEAE,Quercus ilex subsp. ballota
2054,FAGACEAE,Quercus orocantabrica
2055,FAGACEAE,Quercus petraea
2056,FAGACEAE,Quercus petraea subsp. petraea
2057,FAGACEAE,Quercus pubescens
2058,FAGACEAE,Quercus pyrenaica
2059,FAGACEAE,Quercus robur
2060,LINACEAE,Radiola linoides
2061,RANUNCULACEAE,Ranunculus aconitifoius
2062,RANUNCULACEAE,Ranunculus aconitifolius
2063,RANUNCULACEAE,Ranunculus acris subsp. despectus
2064,RANUNCULACEAE,Ranunculus amplexicaulis
2065,RANUNCULACEAE,Ranunculus aquatilis
2066,RANUNCULACEAE,Ranunculus arvensis
2067,RANUNCULACEAE,Ranunculus auricomus
2068,RANUNCULACEAE,Ranunculus bulbosus
2069,RANUNCULACEAE,Ranunculus bulbosus var. aleae
2070,RANUNCULACEAE,Ranunculus carinthiacus
2071,RANUNCULACEAE,Ranunculus falcatus
2072,RANUNCULACEAE,Ranunculus ficaria
2073,RANUNCULACEAE,Ranunculus ficaria subsp. ficaria
2074,RANUNCULACEAE,Ranunculus flammula
2075,RANUNCULACEAE,Ranunculus gramineus
2076,RANUNCULACEAE,Ranunculus gregarius
2077,RANUNCULACEAE,Ranunculus lateriflorus
2078,RANUNCULACEAE,Ranunculus nigrescens
2079,RANUNCULACEAE,Ranunculus nodiflorus
2080,RANUNCULACEAE,Ranunculus ollissiponensis
2081,RANUNCULACEAE,Ranunculus ollissiponensis subsp. alpinus
2082,RANUNCULACEAE,Ranunculus omiophyllus
2083,RANUNCULACEAE,Ranunculus paludosus
2084,RANUNCULACEAE,Ranunculus parviflorus
2085,RANUNCULACEAE,Ranunculus peltatus
2086,RANUNCULACEAE,Ranunculus peltatus subsp. baudotii
2087,RANUNCULACEAE,Ranunculus peltatus subsp. saniculifolius
2088,RANUNCULACEAE,Ranunculus peltatus var. peltatus
2089,RANUNCULACEAE,Ranunculus penicillatus
2090,RANUNCULACEAE,Ranunculus platanifolius
2091,RANUNCULACEAE,Ranunculus repens
2092,RANUNCULACEAE,Ranunculus sardous
2093,RANUNCULACEAE,Ranunculus sceleratus
2094,RANUNCULACEAE,Ranunculus trichophyllus
2095,RANUNCULACEAE,Ranunculus trilobus
2096,RANUNCULACEAE,Ranunculus tripartitus
2097,RANUNCULACEAE,Ranunculus tuberosus
2098,RANUNCULACEAE,Ranunculus valdesii
2099,BRASSICACEAE,Raphanus raphanistrum
2100,BRASSICACEAE,Rapistrum rugosum
2101,ASTERACEAE,Reichardia picroides
2102,RESEDACEAE,Reseda barrelieri
2103,RESEDACEAE,Reseda lutea
2104,RESEDACEAE,Reseda lutea subsp. lutea
2105,RESEDACEAE,Reseda luteola
2106,RESEDACEAE,Reseda phyteuma
2107,RESEDACEAE,Reseda stricta
2108,RESEDACEAE,Reseda stricta subsp. stricta
2109,RESEDACEAE,Reseda undata
2110,RESEDACEAE,Reseda undata subsp. undata
2111,FABACEAE,Retama sphaerocarpa
2112,ASTERACEAE,Rhagadiolus edulis
2113,ASTERACEAE,Rhagadiolus stellatus
2114,RHAMNACEAE,Rhamnus alaternus
2115,RHAMNACEAE,Rhamnus alaternus subsp. munyozgarmediae
2116,RHAMNACEAE,Rhamnus alpina
2117,RHAMNACEAE,Rhamnus alpina subsp. alpina
2118,RHAMNACEAE,Rhamnus cathartica
2119,RHAMNACEAE,Rhamnus infectoria
2120,RHAMNACEAE,Rhamnus lycioides subsp. lycioides
2121,RHAMNACEAE,Rhamnus lycioides subsp. velutina
2122,RHAMNACEAE,Rhamnus pumila
2123,RHAMNACEAE,Rhamnus saxatilis subsp. saxatilis
2124,ASTERACEAE,Rhaponticum coniferum
2125,OROBANCHACEAE,Rhinanthus angustifolius
2126,OROBANCHACEAE,Rhinanthus burnatii
2127,OROBANCHACEAE,Rhinanthus mediterraneus
2128,OROBANCHACEAE,Rhinanthus minor
2129,OROBANCHACEAE,Rhinanthus pumilus
2130,ANACARDIACEAE,Rhus coriaria
2131,GROSSULARIACEAE,Ribes alpinum
2132,GROSSULARIACEAE,Ribes petraeum
2133,GROSSULARIACEAE,Ribes uva-crispa
2134,FABACEAE,Robinia pseudacacia
2135,PAPAVERACEAE,Roemeria hybrida
2136,IRIDACEAE,Romulea bulbocodium
2137,IRIDACEAE,Romulea columnae
2138,BRASSICACEAE,Rorippa nasturtium-aquaticum
2139,BRASSICACEAE,Rorippa palustris
2140,BRASSICACEAE,Rorippa pyrenaica
2141,ROSACEAE,Rosa agrestis
2142,ROSACEAE,Rosa andegavensis
2143,ROSACEAE,Rosa arvensis
2144,ROSACEAE,Rosa blondeana
2145,ROSACEAE,Rosa canina
2146,ROSACEAE,Rosa corymbifera
2147,ROSACEAE,Rosa deseglisei
2148,ROSACEAE,Rosa elliptica
2149,ROSACEAE,Rosa foetida
2150,ROSACEAE,Rosa micrantha
2151,ROSACEAE,Rosa moschata
2152,ROSACEAE,Rosa nitidula
2153,ROSACEAE,Rosa pendulina
2154,ROSACEAE,Rosa pimpinellifolia
2155,ROSACEAE,Rosa pouzinii
2156,ROSACEAE,Rosa rubiginosa
2157,ROSACEAE,Rosa sicula
2158,ROSACEAE,Rosa squarrosa
2159,ROSACEAE,Rosa stylosa
2160,ROSACEAE,Rosa tomentosa
2161,ROSACEAE,Rosa villosa
2162,POACEAE,Rostraria cristata
2163,RUBIACEAE,Rubia peregrina
2164,RUBIACEAE,Rubia tinctorum
2165,ROSACEAE,Rubus caesius
2166,ROSACEAE,Rubus caesius x R. ulmifolius
2167,ROSACEAE,Rubus canescens
2168,ROSACEAE,Rubus castroviejoi
2169,ROSACEAE,Rubus henriquesii
2170,ROSACEAE,Rubus idaeus
2171,ROSACEAE,Rubus lucensis
2172,ROSACEAE,Rubus radula
2173,ROSACEAE,Rubus ulmifolius
2174,ROSACEAE,Rubus urbionicus
2175,ROSACEAE,Rubus vagabundus
2176,ROSACEAE,Rubus vestitus
2177,ROSACEAE,Rubus vigoi
2178,POLYGONACEAE,Rumex acetosa
2179,POLYGONACEAE,Rumex acetosa subsp. acetosa
2180,POLYGONACEAE,Rumex acetosella subsp. angiocarpus
2181,POLYGONACEAE,Rumex aquitanicus
2182,POLYGONACEAE,Rumex bucephalophorus subsp. gallicus
2183,POLYGONACEAE,Rumex conglomeratus
2184,POLYGONACEAE,Rumex crispus
2185,POLYGONACEAE,Rumex cristatus
2186,POLYGONACEAE,Rumex induratus
2187,POLYGONACEAE,Rumex intermedius
2188,POLYGONACEAE,Rumex longifolius
2189,POLYGONACEAE,Rumex obtusifolius
2190,POLYGONACEAE,Rumex papillaris
2191,POLYGONACEAE,Rumex pulcher
2192,POLYGONACEAE,Rumex pulcher subsp. woodsii
2193,POLYGONACEAE,Rumex roseus
2194,POLYGONACEAE,Rumex sanguineus
2195,POLYGONACEAE,Rumex scutatus
2196,POLYGONACEAE,Rumex suffruticosus
2197,RUPPIACEAE,Ruppia maritima
2198,ASPARAGACEAE,Ruscus aculeatus
2199,RUTACEAE,Ruta angustifolia
2200,RUTACEAE,Ruta montana
2201,CARYOPHYLLACEAE,Sagina apetala
2202,CARYOPHYLLACEAE,Sagina maritima
2203,CARYOPHYLLACEAE,Sagina procumbens
2204,CARYOPHYLLACEAE,Sagina sabuletorum
2205,CARYOPHYLLACEAE,Sagina saginoides
2206,AMARANTHACEAE,Salicornia patula
2207,AMARANTHACEAE,Salicornia ramosissima
2208,SALICACEAE,Salix alba
2209,SALICACEAE,Salix atrocinerea
2210,SALICACEAE,Salix atrocinerea x S. caprea
2211,SALICACEAE,Salix babylonica
2212,SALICACEAE,Salix cantabrica
2213,SALICACEAE,Salix caprea
2214,SALICACEAE,Salix eleagnos
2215,SALICACEAE,Salix fragilis
2216,SALICACEAE,Salix purpurea
2217,SALICACEAE,Salix purpurea var. lambertiana
2218,SALICACEAE,Salix salvifolia
2219,SALICACEAE,Salix salviifolia
2220,SALICACEAE,Salix triandra
2221,SALICACEAE,Salix x neotricha
2222,SALICACEAE,Salix x rubens
2223,AMARANTHACEAE,Salsola kali
2224,AMARANTHACEAE,Salsola vermiculata
2225,LAMIACEAE,Salvia aethiopis
2226,LAMIACEAE,Salvia pratensis
2227,LAMIACEAE,Salvia rosmarinus
2228,LAMIACEAE,Salvia sclarea
2229,LAMIACEAE,Salvia verbenaca
2230,CAPRIFOLIACEAE,Sambucus ebulus
2231,CAPRIFOLIACEAE,Sambucus nigra
2232,PRIMULACEAE,Samolus valerandi
2233,ROSACEAE,Sanguisorba minor
2234,ROSACEAE,Sanguisorba minor subsp. balearica
2235,ROSACEAE,Sanguisorba minor subsp. minor
2236,ROSACEAE,Sanguisorba officinalis
2237,ROSACEAE,Sanguisorba rupicola
2238,ROSACEAE,Sanguisorba verrucosa
2239,APIACEAE,Sanicula europaea
2240,ASTERACEAE,Santolina canescens
2241,ASTERACEAE,Santolina chamaecyparissus subsp. squarrosa
2242,ASTERACEAE,Santolina rosmarinifolia
2243,ASTERACEAE,Santolina virens
2244,CARYOPHYLLACEAE,Saponaria ocymoides
2245,CARYOPHYLLACEAE,Saponaria officinalis
2246,PAPAVERACEAE,Sarcocapnos enneaphylla
2247,LAMIACEAE,Satureja ascendens
2248,SAXIFRAGACEAE,Saxifraga aizoides
2249,SAXIFRAGACEAE,Saxifraga carpetana
2250,SAXIFRAGACEAE,Saxifraga cuneata
2251,SAXIFRAGACEAE,Saxifraga cuneata x S. losae
2252,SAXIFRAGACEAE,Saxifraga dichotoma
2253,SAXIFRAGACEAE,Saxifraga fragosoi
2254,SAXIFRAGACEAE,Saxifraga granulata
2255,SAXIFRAGACEAE,Saxifraga hirsuta
2256,SAXIFRAGACEAE,Saxifraga hirsuta subsp. hirsuta
2257,SAXIFRAGACEAE,Saxifraga losae
2258,SAXIFRAGACEAE,Saxifraga moncayensis
2259,SAXIFRAGACEAE,Saxifraga oppositifolia
2260,SAXIFRAGACEAE,Saxifraga pentadactylis subsp. willkommiana
2261,SAXIFRAGACEAE,Saxifraga platyloba
2262,SAXIFRAGACEAE,Saxifraga tridactylites
2263,SAXIFRAGACEAE,Saxifraga x arizagae
2264,SAXIFRAGACEAE,Saxifraga x celtiberica
2265,CAPRIFOLIACEAE,Scabiosa atropurpurea
2266,CAPRIFOLIACEAE,Scabiosa columbaria
2267,CAPRIFOLIACEAE,Scabiosa columbaria subsp. affinis
2268,APIACEAE,Scandix australis
2269,APIACEAE,Scandix australis subsp. microcarpa
2270,APIACEAE,Scandix macrorhyncha
2271,APIACEAE,Scandix pecten-veneris
2272,GENTIANACEAE,Schenkia spicata
2273,POACEAE,Schismus barbatus
2274,CYPERACEAE,Schoenoplectiella supina
2275,CYPERACEAE,Schoenoplectus lacustris
2276,CYPERACEAE,Schoenoplectus lacustris subsp. glaucus
2277,CYPERACEAE,Schoenoplectus pungens
2278,CYPERACEAE,Schoenus nigricans
2279,ASPARAGACEAE,Scilla autumnalis
2280,ASPARAGACEAE,Scilla lilio-hyacinthus
2281,ASPARAGACEAE,Scilla verna
2282,CYPERACEAE,Scirpoides holoschoenus
2283,CARYOPHYLLACEAE,Scleranthus annuus
2284,CARYOPHYLLACEAE,Scleranthus delortii
2285,CARYOPHYLLACEAE,Scleranthus perennis
2286,CARYOPHYLLACEAE,Scleranthus polycarpos
2287,CARYOPHYLLACEAE,Scleranthus polycnemoides
2288,POACEAE,Sclerochloa dura
2289,ASTERACEAE,Scolymus hispanicus
2290,FABACEAE,Scorpiurus muricatus
2291,FABACEAE,Scorpiurus subvillosus
2292,ASTERACEAE,Scorzonera angustifolia
2293,ASTERACEAE,Scorzonera graminifolia
2294,ASTERACEAE,Scorzonera hirsuta
2295,ASTERACEAE,Scorzonera hispanica
2296,ASTERACEAE,Scorzonera humilis
2297,ASTERACEAE,Scorzonera laciniata
2298,ASTERACEAE,Scorzoneriodes pyrenaica
2299,ASTERACEAE,Scorzoneroides autumnalis
2300,ASTERACEAE,Scorzoneroides carpetana
2301,SCROPHULARIACEAE,Scrophularia alpestris
2302,SCROPHULARIACEAE,Scrophularia auriculata
2303,SCROPHULARIACEAE,Scrophularia canina
2304,SCROPHULARIACEAE,Scrophularia crithmifolia
2305,SCROPHULARIACEAE,Scrophularia lyrata
2306,LAMIACEAE,Scutellaria alpina
2307,CRASSULACEAE,Sedum acre
2308,CRASSULACEAE,Sedum album
2309,CRASSULACEAE,Sedum amplexicaule
2310,CRASSULACEAE,Sedum anglicum
2311,CRASSULACEAE,Sedum brevifolium
2312,CRASSULACEAE,Sedum caespitosum
2313,CRASSULACEAE,Sedum cepaea
2314,CRASSULACEAE,Sedum dasyphyllum
2315,CRASSULACEAE,Sedum forsterianum
2316,CRASSULACEAE,Sedum gypsicola
2317,CRASSULACEAE,Sedum hirsutum
2318,CRASSULACEAE,Sedum nevadense
2319,CRASSULACEAE,Sedum pedicellatum
2320,CRASSULACEAE,Sedum rupestre
2321,CRASSULACEAE,Sedum sediforme
2322,CRASSULACEAE,Sedum villosum subsp. villosum
2323,CRASSULACEAE,Sempervivum vicentei
2324,ASTERACEAE,Senecio adonidifolius
2325,ASTERACEAE,Senecio carpetanus
2326,ASTERACEAE,Senecio doria subsp. laderoi
2327,ASTERACEAE,Senecio gallicus
2328,ASTERACEAE,Senecio inaequidens
2329,ASTERACEAE,Senecio laderoi subsp. laderoi
2330,ASTERACEAE,Senecio lagascanus
2331,ASTERACEAE,Senecio lividus
2332,ASTERACEAE,Senecio minutus
2333,ASTERACEAE,Senecio pyrenaicus
2334,ASTERACEAE,Senecio sylvaticus
2335,ASTERACEAE,Senecio viscosus
2336,ASTERACEAE,Senecio vulgaris
2337,ORCHIDACEAE,Serapias cordigera
2338,ORCHIDACEAE,Serapias lingua
2339,ORCHIDACEAE,Serapias lingua x parviflora
2340,ORCHIDACEAE,Serapias parviflora
2341,ASTERACEAE,Serratula leucantha
2342,ASTERACEAE,Serratula nudicaulis
2343,ASTERACEAE,Serratula pinnatifida
2344,ASTERACEAE,Serratula tinctoria
2345,RESEDACEAE,Sesamoides purpurascens
2346,APIACEAE,Seseli cantabricum
2347,APIACEAE,Seseli libanotis
2348,APIACEAE,Seseli libanotis subsp. libanotis
2349,APIACEAE,Seseli montanum
2350,APIACEAE,Seseli peucedanoides
2351,POACEAE,Sesleria albicans
2352,POACEAE,Sesleria argentea subsp. hispanica
2353,POACEAE,Sesleria caerulea
2354,POACEAE,Setaria verticillata
2355,POACEAE,Setaria viridis
2356,RUBIACEAE,Sherardia arvensis
2357,LAMIACEAE,Sideritis camarae
2358,LAMIACEAE,Sideritis hirsuta
2359,LAMIACEAE,Sideritis linearifolia
2360,LAMIACEAE,Sideritis spinulosa
2361,CARYOPHYLLACEAE,Silene boryi
2362,CARYOPHYLLACEAE,Silene ciliata
2363,CARYOPHYLLACEAE,Silene colorata
2364,CARYOPHYLLACEAE,Silene conica
2365,CARYOPHYLLACEAE,Silene conica subsp. conica
2366,CARYOPHYLLACEAE,Silene conoidea
2367,CARYOPHYLLACEAE,Silene coutinhoi
2368,CARYOPHYLLACEAE,Silene dioica
2369,CARYOPHYLLACEAE,Silene flos-cuculi
2370,CARYOPHYLLACEAE,Silene gallica
2371,CARYOPHYLLACEAE,Silene inaperta
2372,CARYOPHYLLACEAE,Silene inaperta subsp. inaperta
2373,CARYOPHYLLACEAE,Silene italica
2374,CARYOPHYLLACEAE,Silene italica subsp. italica
2375,CARYOPHYLLACEAE,Silene latifolia
2376,CARYOPHYLLACEAE,Silene legionensis
2377,CARYOPHYLLACEAE,Silene mellifera
2378,CARYOPHYLLACEAE,Silene muscipula
2379,CARYOPHYLLACEAE,Silene nocturna
2380,CARYOPHYLLACEAE,Silene nutans
2381,CARYOPHYLLACEAE,Silene nutans subsp. nutans
2382,CARYOPHYLLACEAE,Silene otites
2383,CARYOPHYLLACEAE,Silene otites subsp. otites
2384,CARYOPHYLLACEAE,Silene portensis subsp. portensis
2385,CARYOPHYLLACEAE,Silene rupestris
2386,CARYOPHYLLACEAE,Silene tridentata
2387,CARYOPHYLLACEAE,Silene vulgaris
2388,CARYOPHYLLACEAE,Silene vulgaris subsp. glareosa
2389,CARYOPHYLLACEAE,Silene vulgaris subsp. prostrata
2390,CARYOPHYLLACEAE,Silene vulgaris subsp. vulgaris
2391,ASTERACEAE,Silybum marianum
2392,ASPHODELACEAE,Simethis mattiazzi
2393,ASPHODELACEAE,Simethis mattiazzii
2394,ASPHODELACEAE,Simethis planifolia
2395,BRASSICACEAE,Sinapis alba subsp. mairei
2396,BRASSICACEAE,Sinapis arvensis
2397,APIACEAE,Sison amomum
2398,BRASSICACEAE,Sisymbrella aspera
2399,BRASSICACEAE,Sisymbrium austriacum subsp. chrysanthum
2400,BRASSICACEAE,Sisymbrium austriacum subsp. contortum
2401,BRASSICACEAE,Sisymbrium irio
2402,BRASSICACEAE,Sisymbrium macroloma
2403,BRASSICACEAE,Sisymbrium officinale
2404,BRASSICACEAE,Sisymbrium orientale
2405,BRASSICACEAE,Sisymbrium runcinatum
2406,CAPRIFOLIACEAE,Sixalix atropurpurea
2407,SMILACACEAE,Smilax aspera
2408,APIACEAE,Smyrnium olusatrum
2409,APIACEAE,Smyrnium perfoliatum
2410,SOLANACEAE,Solanum dulcamara
2411,SOLANACEAE,Solanum nigrum
2412,ASTERACEAE,Solidago virgaurea
2413,ASTERACEAE,Sonchus aquatilis
2414,ASTERACEAE,Sonchus arvensis
2415,ASTERACEAE,Sonchus asper
2416,ASTERACEAE,Sonchus asper subsp. asper
