universe_index,genus,family,taxon
1524,Orobanche,OROBANCHACEAE,Orobanche alba
1525,Orobanche,OROBANCHACEAE,Orobanche amethystea
1526,Orobanche,OROBANCHACEAE,Orobanche arenaria
1527,Orobanche,OROBANCHACEAE,Orobanche caryophyllacea
1528,Orobanche,OROBANCHACEAE,Orobanche crenata
1529,Orobanche,OROBANCHACEAE,Orobanche gracilis
1530,Orobanche,OROBANCHACEAE,Orobanche hederae
1531,Orobanche,OROBANCHACEAE,Orobanche minor
1532,Orobanche,OROBANCHACEAE,Orobanche purpurea
1533,Orobanche,OROBANCHACEAE,Orobanche rapum-genistae
1534,Orobanche,OROBANCHACEAE,Orobanche reticulata
1535,Orobanche,OROBANCHACEAE,Orobanche teucrii
1536,Oxalis,OXALIDACEAE,Oxalis acetosella
1537,Oxalis,OXALIDACEAE,Oxalis corniculata
1538,Oxalis,OXALIDACEAE,Oxalis debilis
1539,Oxalis,OXALIDACEAE,Oxalis pes-caprae
1540,Paeonia,PAEONIACEAE,Paeonia broteri
1541,Paeonia,PAEONIACEAE,Paeonia mascula
1542,Paeonia,PAEONIACEAE,Paeonia officinalis
1543,Paeonia,PAEONIACEAE,Paeonia peregrina
1544,Paeonia,PAEONIACEAE,Paeonia veitchii
1545,Pallenis,ASTERACEAE,Pallenis spinosa
1546,Pancratium,AMARYLLIDACEAE,Pancratium maritimum
1547,Panicum,POACEAE,Panicum capillare
1548,Panicum,POACEAE,Panicum dichotomiflorum
1549,Panicum,POACEAE,Panicum miliaceum
1550,Papaver,PAPAVERACEAE,Papaver argemone
1551,Papaver,PAPAVERACEAE,Papaver dubium
1552,Papaver,PAPAVERACEAE,Papaver hybridum
1553,Papaver,PAPAVERACEAE,Papaver rhoeas
1554,Papaver,PAPAVERACEAE,Papaver somniferum
1555,Parietaria,URTICACEAE,Parietaria judaica
1556,Parietaria,URTICACEAE,Parietaria officinalis
1557,Parnassia,CELASTRACEAE,Parnassia palustris
1558,Pastinaca,APIACEAE,Pastinaca sativa
1559,Pedicularis,OROBANCHACEAE,Pedicularis comosa
1560,Pedicularis,OROBANCHACEAE,Pedicularis foliosa
1561,Pedicularis,OROBANCHACEAE,Pedicularis kerneri
1562,Pedicularis,OROBANCHACEAE,Pedicularis mixta
1563,Pedicularis,OROBANCHACEAE,Pedicularis pyrenaica
1564,Pedicularis,OROBANCHACEAE,Pedicularis sylvatica
1565,Pentanema,ASTERACEAE,Pentanema montanum
1566,Persicaria,POLYGONACEAE,Persicaria amphibia
1567,Persicaria,POLYGONACEAE,Persicaria bistorta
1568,Persicaria,POLYGONACEAE,Persicaria hydropiper
1569,Persicaria,POLYGONACEAE,Persicaria lapathifolia
1570,Persicaria,POLYGONACEAE,Persicaria maculosa
1571,Persicaria,POLYGONACEAE,Persicaria minor
1572,Petasites,ASTERACEAE,Petasites albus
1573,Petasites,ASTERACEAE,Petasites hybridus
1574,Petroselinum,APIACEAE,Petroselinum crispum
1575,Peucedanum,APIACEAE,Peucedanum carvifolia
1576,Peucedanum,APIACEAE,Peucedanum cervaria
1577,Peucedanum,APIACEAE,Peucedanum officinale
1578,Phalaris,POACEAE,Phalaris aquatica
1579,Phalaris,POACEAE,Phalaris arundinacea
1580,Phalaris,POACEAE,Phalaris brachystachys
1581,Phalaris,POACEAE,Phalaris canariensis
1582,Phalaris,POACEAE,Phalaris coerulescens
1583,Phleum,POACEAE,Phleum alpinum
1584,Phleum,POACEAE,Phleum bertolonii
1585,Phleum,POACEAE,Phleum nodosum
1586,Phleum,POACEAE,Phleum paniculatum
1587,Phleum,POACEAE,Phleum phleoides
1588,Phleum,POACEAE,Phleum pratense
1589,Phragmites,POACEAE,Phragmites australis
1590,Physospermum,APIACEAE,Physospermum cornubiense
1591,Picris,ASTERACEAE,Picris echioides
1592,Picris,ASTERACEAE,Picris hieracioides
1593,Pilosella,ASTERACEAE,Pilosella aurantiaca
1594,Pilosella,ASTERACEAE,Pilosella castellana
1595,Pilosella,ASTERACEAE,Pilosella hoppeana
1596,Pilosella,ASTERACEAE,Pilosella officinarum
1597,Pilosella,ASTERACEAE,Pilosella peleteriana
1598,Pilosella,ASTERACEAE,Pilosella saussureoides
1599,Pimpinella,APIACEAE,Pimpinella anisum
1600,Pimpinella,APIACEAE,Pimpinella major
1601,Pimpinella,APIACEAE,Pimpinella saxifraga
1602,Pinguicula,LENTIBULARIACEAE,Pinguicula grandiflora
1603,Pinguicula,LENTIBULARIACEAE,Pinguicula lusitanica
1604,Pinguicula,LENTIBULARIACEAE,Pinguicula vulgaris
1605,Pinus,PINACEAE,Pinus halepensis
1606,Pinus,PINACEAE,Pinus nigra
1607,Pinus,PINACEAE,Pinus pinaster
1608,Pinus,PINACEAE,Pinus pinea
1609,Pinus,PINACEAE,Pinus sylvestris
1610,Plantago,PLANTAGINACEAE,Plantago afra
1611,Plantago,PLANTAGINACEAE,Plantago albicans
1612,Plantago,PLANTAGINACEAE,Plantago alpina
1613,Plantago,PLANTAGINACEAE,Plantago arenaria
1614,Plantago,PLANTAGINACEAE,Plantago coronopus
1615,Plantago,PLANTAGINACEAE,Plantago lanceolata
1616,Plantago,PLANTAGINACEAE,Plantago major
1617,Plantago,PLANTAGINACEAE,Plantago maritima
1618,Plantago,PLANTAGINACEAE,Plantago media
1619,Plantago,PLANTAGINACEAE,Plantago sempervirens
1620,Plantago,PLANTAGINACEAE,Plantago subulata
1621,Platanthera,ORCHIDACEAE,Platanthera bifolia
1622,Platanthera,ORCHIDACEAE,Platanthera chlorantha
1623,Poa,POACEAE,Poa alpina
1624,Poa,POACEAE,Poa angustifolia
1625,Poa,POACEAE,Poa annua
1626,Poa,POACEAE,Poa bulbosa
1627,Poa,POACEAE,Poa cenisia
1628,Poa,POACEAE,Poa chaixii
1629,Poa,POACEAE,Poa compressa
1630,Poa,POACEAE,Poa infirma
1631,Poa,POACEAE,Poa laxa
1632,Poa,POACEAE,Poa minor
1633,Poa,POACEAE,Poa nemoralis
1634,Poa,POACEAE,Poa pratensis
1635,Poa,POACEAE,Poa supina
1636,Poa,POACEAE,Poa trivialis
1637,Polygala,POLYGALACEAE,Polygala alpestris
1638,Polygala,POLYGALACEAE,Polygala amarella
1639,Polygala,POLYGALACEAE,Polygala calcarea
1640,Polygala,POLYGALACEAE,Polygala comosa
1641,Polygala,POLYGALACEAE,Polygala microphylla
1642,Polygala,POLYGALACEAE,Polygala monspeliaca
1643,Polygala,POLYGALACEAE,Polygala nicaeensis
1644,Polygala,POLYGALACEAE,Polygala serpyllifolia
1645,Polygala,POLYGALACEAE,Polygala vulgaris
1646,Polygonatum,ASPARAGACEAE,Polygonatum odoratum
1647,Polygonatum,ASPARAGACEAE,Polygonatum verticillatum
1648,Polygonum,POLYGONACEAE,Polygonum arenastrum
1649,Polygonum,POLYGONACEAE,Polygonum aviculare
1650,Polygonum,POLYGONACEAE,Polygonum bellardii
1651,Polygonum,POLYGONACEAE,Polygonum bistorta
1652,Polygonum,POLYGONACEAE,Polygonum equisetiforme
1653,Polygonum,POLYGONACEAE,Polygonum hydropiper
1654,Polygonum,POLYGONACEAE,Polygonum lapathifolium
1655,Polygonum,POLYGONACEAE,Polygonum maritimum
1656,Polygonum,POLYGONACEAE,Polygonum mite
1657,Polygonum,POLYGONACEAE,Polygonum persicaria
1658,Polygonum,POLYGONACEAE,Polygonum rurivagum
1659,Polypodium,POLYPODIACEAE,Polypodium cambricum
1660,Polypodium,POLYPODIACEAE,Polypodium interjectum
1661,Polypodium,POLYPODIACEAE,Polypodium vulgare
1662,Polystichum,DRYOPTERIDACEAE,Polystichum aculeatum
1663,Polystichum,DRYOPTERIDACEAE,Polystichum lonchitis
1664,Polystichum,DRYOPTERIDACEAE,Polystichum setiferum
1665,Populus,SALICACEAE,Populus alba
1666,Populus,SALICACEAE,Populus nigra
1667,Populus,SALICACEAE,Populus tremula
1668,Potamogeton,POTAMOGETONACEAE,Potamogeton alpinus
1669,Potamogeton,POTAMOGETONACEAE,Potamogeton berchtoldii
1670,Potamogeton,POTAMOGETONACEAE,Potamogeton coloratus
1671,Potamogeton,POTAMOGETONACEAE,Potamogeton crispus
1672,Potamogeton,POTAMOGETONACEAE,Potamogeton densus
1673,Potamogeton,POTAMOGETONACEAE,Potamogeton filiformis
1674,Potamogeton,POTAMOGETONACEAE,Potamogeton gramineus
1675,Potamogeton,POTAMOGETONACEAE,Potamogeton lucens
1676,Potamogeton,POTAMOGETONACEAE,Potamogeton natans
1677,Potamogeton,POTAMOGETONACEAE,Potamogeton nodosus
1678,Potamogeton,POTAMOGETONACEAE,Potamogeton obtusifolius
1679,Potamogeton,POTAMOGETONACEAE,Potamogeton pectinatus
1680,Potamogeton,POTAMOGETONACEAE,Potamogeton perfoliatus
1681,Potamogeton,POTAMOGETONACEAE,Potamogeton polygonifolius
1682,Potamogeton,POTAMOGETONACEAE,Potamogeton pusillus
1683,Potamogeton,POTAMOGETONACEAE,Potamogeton trichoides
1684,Potentilla,ROSACEAE,Potentilla alchemilloides
1685,Potentilla,ROSACEAE,Potentilla anserina
1686,Potentilla,ROSACEAE,Potentilla argentea
1687,Potentilla,ROSACEAE,Potentilla aurea
1688,Potentilla,ROSACEAE,Potentilla caulescens
1689,Potentilla,ROSACEAE,Potentilla cinerea
1690,Potentilla,ROSACEAE,Potentilla crantzii
1691,Potentilla,ROSACEAE,Potentilla erecta
1692,Potentilla,ROSACEAE,Potentilla fruticosa
1693,Potentilla,ROSACEAE,Potentilla hirta
1694,Potentilla,ROSACEAE,Potentilla inclinata
1695,Potentilla,ROSACEAE,Potentilla montana
1696,Potentilla,ROSACEAE,Potentilla neumanniana
1697,Potentilla,ROSACEAE,Potentilla nivalis
1698,Potentilla,ROSACEAE,Potentilla pensylvanica
1699,Potentilla,ROSACEAE,Potentilla pyrenaica
1700,Potentilla,ROSACEAE,Potentilla recta
1701,Potentilla,ROSACEAE,Potentilla reptans
1702,Potentilla,ROSACEAE,Potentilla sterilis
1703,Primula,PRIMULACEAE,Primula acaulis
1704,Primula,PRIMULACEAE,Primula elatior
1705,Primula,PRIMULACEAE,Primula farinosa
1706,Primula,PRIMULACEAE,Primula hirsuta
1707,Primula,PRIMULACEAE,Primula integrifolia
1708,Primula,PRIMULACEAE,Primula veris
1709,Primula,PRIMULACEAE,Primula vulgaris
1710,Prunella,LAMIACEAE,Prunella grandiflora
1711,Prunella,LAMIACEAE,Prunella hastifolia
1712,Prunella,LAMIACEAE,Prunella laciniata
1713,Prunella,LAMIACEAE,Prunella vulgaris
1714,Prunus,ROSACEAE,Prunus avium
1715,Prunus,ROSACEAE,Prunus cerasifera
1716,Prunus,ROSACEAE,Prunus domestica
1717,Prunus,ROSACEAE,Prunus dulcis
1718,Prunus,ROSACEAE,Prunus mahaleb
1719,Prunus,ROSACEAE,Prunus padus
1720,Prunus,ROSACEAE,Prunus persica
1721,Prunus,ROSACEAE,Prunus spinosa
1722,Pseudorchis,ORCHIDACEAE,Pseudorchis albida
1723,Pteridium,DENNSTAEDTIACEAE,Pteridium aquilinum
1724,Pulicaria,ASTERACEAE,Pulicaria dysenterica
1725,Pulicaria,ASTERACEAE,Pulicaria odora
1726,Pulicaria,ASTERACEAE,Pulicaria vulgaris
1727,Pulsatilla,RANUNCULACEAE,Pulsatilla alpina
1728,Pulsatilla,RANUNCULACEAE,Pulsatilla montana
1729,Pyrola,ERICACEAE,Pyrola chlorantha
1730,Pyrola,ERICACEAE,Pyrola media
1731,Pyrola,ERICACEAE,Pyrola minor
1732,Pyrola,ERICACEAE,Pyrola rotundifolia
1733,Pyrus,ROSACEAE,Pyrus bourgaeana
1734,Pyrus,ROSACEAE,Pyrus communis
1735,Pyrus,ROSACEAE,Pyrus cordata
1736,Quercus,FAGACEAE,Quercus canariensis
1737,Quercus,FAGACEAE,Quercus coccifera
1738,Quercus,FAGACEAE,Quercus faginea
1739,Quercus,FAGACEAE,Quercus humilis
1740,Quercus,FAGACEAE,Quercus ilex
1741,Quercus,FAGACEAE,Quercus petraea
1742,Quercus,FAGACEAE,Quercus pubescens
1743,Quercus,FAGACEAE,Quercus pyrenaica
1744,Quercus,FAGACEAE,Quercus robur
1745,Quercus,FAGACEAE,Quercus rubra
1746,Quercus,FAGACEAE,Quercus suber
1747,Ranunculus,RANUNCULACEAE,Ranunculus aconitifolius
1748,Ranunculus,RANUNCULACEAE,Ranunculus acris
1749,Ranunculus,RANUNCULACEAE,Ranunculus alpestris
1750,Ranunculus,RANUNCULACEAE,Ranunculus amplexicaulis
1751,Ranunculus,RANUNCULACEAE,Ranunculus arvensis
1752,Ranunculus,RANUNCULACEAE,Ranunculus auricomus
1753,Ranunculus,RANUNCULACEAE,Ranunculus bulbosus
1754,Ranunculus,RANUNCULACEAE,Ranunculus carinthiacus
1755,Ranunculus,RANUNCULACEAE,Ranunculus ficaria
1756,Ranunculus,RANUNCULACEAE,Ranunculus flammula
1757,Ranunculus,RANUNCULACEAE,Ranunculus glacialis
1758,Ranunculus,RANUNCULACEAE,Ranunculus gramineus
1759,Ranunculus,RANUNCULACEAE,Ranunculus hederaceus
1760,Ranunculus,RANUNCULACEAE,Ranunculus lingua
1761,Ranunculus,RANUNCULACEAE,Ranunculus muricatus
1762,Ranunculus,RANUNCULACEAE,Ranunculus ophioglossifolius
1763,Ranunculus,RANUNCULACEAE,Ranunculus parnassifolius
1764,Ranunculus,RANUNCULACEAE,Ranunculus peltatus
1765,Ranunculus,RANUNCULACEAE,Ranunculus penicillatus
1766,Ranunculus,RANUNCULACEAE,Ranunculus platanifolius
1767,Ranunculus,RANUNCULACEAE,Ranunculus polyanthemos
1768,Ranunculus,RANUNCULACEAE,Ranunculus repens
1769,Ranunculus,RANUNCULACEAE,Ranunculus sardous
1770,Ranunculus,RANUNCULACEAE,Ranunculus sceleratus
1771,Ranunculus,RANUNCULACEAE,Ranunculus serpens
1772,Ranunculus,RANUNCULACEAE,Ranunculus trichophyllus
1773,Raphanus,BRASSICACEAE,Raphanus raphanistrum
1774,Rapistrum,BRASSICACEAE,Rapistrum rugosum
1775,Reseda,RESEDACEAE,Reseda alba
1776,Reseda,RESEDACEAE,Reseda lutea
1777,Reseda,RESEDACEAE,Reseda luteola
1778,Reseda,RESEDACEAE,Reseda phyteuma
1779,Rhamnus,RHAMNACEAE,Rhamnus alaternus
1780,Rhamnus,RHAMNACEAE,Rhamnus alpina
1781,Rhamnus,RHAMNACEAE,Rhamnus cathartica
1782,Rhamnus,RHAMNACEAE,Rhamnus pumila
1783,Rhinanthus,OROBANCHACEAE,Rhinanthus angustifolius
1784,Rhinanthus,OROBANCHACEAE,Rhinanthus minor
1785,Rhynchospora,CYPERACEAE,Rhynchospora alba
1786,Ribes,GROSSULARIACEAE,Ribes alpinum
1787,Ribes,GROSSULARIACEAE,Ribes petraeum
1788,Ribes,GROSSULARIACEAE,Ribes rubrum
1789,Rorippa,BRASSICACEAE,Rorippa amphibia
1790,Rorippa,BRASSICACEAE,Rorippa islandica
1791,Rorippa,BRASSICACEAE,Rorippa nasturtium-aquaticum
1792,Rorippa,BRASSICACEAE,Rorippa palustris
1793,Rorippa,BRASSICACEAE,Rorippa pyrenaica
1794,Rorippa,BRASSICACEAE,Rorippa sylvestris
1795,Rosa,ROSACEAE,Rosa agrestis
1796,Rosa,ROSACEAE,Rosa arvensis
1797,Rosa,ROSACEAE,Rosa canina
1798,Rosa,ROSACEAE,Rosa corymbifera
1799,Rosa,ROSACEAE,Rosa dumalis
1800,Rosa,ROSACEAE,Rosa elliptica
1801,Rosa,ROSACEAE,Rosa ferruginea
1802,Rosa,ROSACEAE,Rosa gallica
1803,Rosa,ROSACEAE,Rosa micrantha
1804,Rosa,ROSACEAE,Rosa moschata
1805,Rosa,ROSACEAE,Rosa pendulina
1806,Rosa,ROSACEAE,Rosa pouzinii
1807,Rosa,ROSACEAE,Rosa rubiginosa
1808,Rosa,ROSACEAE,Rosa sempervirens
1809,Rosa,ROSACEAE,Rosa squarrosa
1810,Rosa,ROSACEAE,Rosa stylosa
1811,Rosa,ROSACEAE,Rosa tomentosa
1812,Rosmarinus,LAMIACEAE,Rosmarinus officinalis
1813,Rubia,RUBIACEAE,Rubia peregrina
1814,Rubus,ROSACEAE,Rubus caesius
1815,Rubus,ROSACEAE,Rubus canescens
1816,Rubus,ROSACEAE,Rubus idaeus
1817,Rubus,ROSACEAE,Rubus ulmifolius
1818,Rumex,POLYGONACEAE,Rumex acetosa
1819,Rumex,POLYGONACEAE,Rumex acetosella
1820,Rumex,POLYGONACEAE,Rumex alpinus
1821,Rumex,POLYGONACEAE,Rumex bucephalophorus
1822,Rumex,POLYGONACEAE,Rumex conglomeratus
1823,Rumex,POLYGONACEAE,Rumex crispus
1824,Rumex,POLYGONACEAE,Rumex hydrolapathum
1825,Rumex,POLYGONACEAE,Rumex longifolius
1826,Rumex,POLYGONACEAE,Rumex obtusifolius
1827,Rumex,POLYGONACEAE,Rumex palustris
1828,Rumex,POLYGONACEAE,Rumex papillaris
1829,Rumex,POLYGONACEAE,Rumex pulcher
1830,Rumex,POLYGONACEAE,Rumex rupestris
1831,Rumex,POLYGONACEAE,Rumex sanguineus
1832,Rumex,POLYGONACEAE,Rumex scutatus
1833,Rumex,POLYGONACEAE,Rumex thyrsiflorus
1834,Ruscus,ASPARAGACEAE,Ruscus aculeatus
1835,Ruta,RUTACEAE,Ruta angustifolia
1836,Ruta,RUTACEAE,Ruta chalepensis
1837,Ruta,RUTACEAE,Ruta graveolens
1838,Sagina,CARYOPHYLLACEAE,Sagina apetala
1839,Sagina,CARYOPHYLLACEAE,Sagina maritima
1840,Sagina,CARYOPHYLLACEAE,Sagina nevadensis
1841,Sagina,CARYOPHYLLACEAE,Sagina nodosa
1842,Sagina,CARYOPHYLLACEAE,Sagina procumbens
1843,Sagina,CARYOPHYLLACEAE,Sagina saginoides
1844,Salicornia,AMARANTHACEAE,Salicornia europaea
1845,Salix,SALICACEAE,Salix alba
1846,Salix,SALICACEAE,Salix atrocinerea
1847,Salix,SALICACEAE,Salix caprea
1848,Salix,SALICACEAE,Salix eleagnos
1849,Salix,SALICACEAE,Salix fragilis
1850,Salix,SALICACEAE,Salix hastata
1851,Salix,SALICACEAE,Salix herbacea
1852,Salix,SALICACEAE,Salix lapponum
1853,Salix,SALICACEAE,Salix myrsinifolia
1854,Salix,SALICACEAE,Salix pentandra
1855,Salix,SALICACEAE,Salix purpurea
1856,Salix,SALICACEAE,Salix pyrenaica
1857,Salix,SALICACEAE,Salix repens
1858,Salix,SALICACEAE,Salix reticulata
1859,Salix,SALICACEAE,Salix triandra
1860,Salix,SALICACEAE,Salix viminalis
1861,Salsola,AMARANTHACEAE,Salsola kali
1862,Salvia,LAMIACEAE,Salvia aethiopis
1863,Salvia,LAMIACEAE,Salvia argentea
1864,Salvia,LAMIACEAE,Salvia lavandulifolia
1865,Salvia,LAMIACEAE,Salvia officinalis
1866,Salvia,LAMIACEAE,Salvia pratensis
1867,Salvia,LAMIACEAE,Salvia sclarea
1868,Salvia,LAMIACEAE,Salvia verbenaca
1869,Sambucus,ADOXACEAE,Sambucus ebulus
1870,Sambucus,ADOXACEAE,Sambucus nigra
1871,Sanguisorba,ROSACEAE,Sanguisorba minor
1872,Sanguisorba,ROSACEAE,Sanguisorba officinalis
1873,Santolina,ASTERACEAE,Santolina chamaecyparissus
1874,Saponaria,CARYOPHYLLACEAE,Saponaria ocymoides
1875,Saponaria,CARYOPHYLLACEAE,Saponaria officinalis
1876,Saxifraga,SAXIFRAGACEAE,Saxifraga aizoon
1877,Saxifraga,SAXIFRAGACEAE,Saxifraga aizoides
1878,Saxifraga,SAXIFRAGACEAE,Saxifraga aquatica
1879,Saxifraga,SAXIFRAGACEAE,Saxifraga aretioides
1880,Saxifraga,SAXIFRAGACEAE,Saxifraga aspera
1881,Saxifraga,SAXIFRAGACEAE,Saxifraga callosa
1882,Saxifraga,SAXIFRAGACEAE,Saxifraga clusii
1883,Saxifraga,SAXIFRAGACEAE,Saxifraga conifera
1884,Saxifraga,SAXIFRAGACEAE,Saxifraga continentalis
1885,Saxifraga,SAXIFRAGACEAE,Saxifraga cuneata
1886,Saxifraga,SAXIFRAGACEAE,Saxifraga exarata
1887,Saxifraga,SAXIFRAGACEAE,Saxifraga fragilis
1888,Saxifraga,SAXIFRAGACEAE,Saxifraga geranioides
1889,Saxifraga,SAXIFRAGACEAE,Saxifraga granulata
1890,Saxifraga,SAXIFRAGACEAE,Saxifraga hirsuta
1891,Saxifraga,SAXIFRAGACEAE,Saxifraga hypnoides
1892,Saxifraga,SAXIFRAGACEAE,Saxifraga longifolia
1893,Saxifraga,SAXIFRAGACEAE,Saxifraga moschata
1894,Saxifraga,SAXIFRAGACEAE,Saxifraga oppositifolia
1895,Saxifraga,SAXIFRAGACEAE,Saxifraga paniculata
1896,Saxifraga,SAXIFRAGACEAE,Saxifraga pentadactylis
1897,Saxifraga,SAXIFRAGACEAE,Saxifraga praetermissa
1898,Saxifraga,SAXIFRAGACEAE,Saxifraga pubescens
1899,Saxifraga,SAXIFRAGACEAE,Saxifraga stellaris
1900,Saxifraga,SAXIFRAGACEAE,Saxifraga tridactylites
1901,Saxifraga,SAXIFRAGACEAE,Saxifraga umbrosa
1902,Scabiosa,CAPRIFOLIACEAE,Scabiosa atropurpurea
1903,Scabiosa,CAPRIFOLIACEAE,Scabiosa columbaria
1904,Scabiosa,CAPRIFOLIACEAE,Scabiosa graminifolia
1905,Scabiosa,CAPRIFOLIACEAE,Scabiosa turolensis
1906,Scandix,APIACEAE,Scandix australis
1907,Scandix,APIACEAE,Scandix pecten-veneris
1908,Schoenus,CYPERACEAE,Schoenus nigricans
1909,Scirpus,CYPERACEAE,Scirpus holoschoenus
1910,Scirpus,CYPERACEAE,Scirpus lacustris
1911,Scirpus,CYPERACEAE,Scirpus sylvaticus
1912,Scleranthus,CARYOPHYLLACEAE,Scleranthus annuus
1913,Scleranthus,CARYOPHYLLACEAE,Scleranthus perennis
1914,Scleranthus,CARYOPHYLLACEAE,Scleranthus polycarpos
1915,Scleranthus,CARYOPHYLLACEAE,Scleranthus uncinatus
1916,Scolymus,ASTERACEAE,Scolymus hispanicus
1917,Scorzonera,ASTERACEAE,Scorzonera angustifolia
1918,Scorzonera,ASTERACEAE,Scorzonera aristata
1919,Scorzonera,ASTERACEAE,Scorzonera humilis
1920,Scorzonera,ASTERACEAE,Scorzonera laciniata
1921,Scorzonera,ASTERACEAE,Scorzonera purpurea
1922,Scrophularia,SCROPHULARIACEAE,Scrophularia alpestris
1923,Scrophularia,SCROPHULARIACEAE,Scrophularia auriculata
1924,Scrophularia,SCROPHULARIACEAE,Scrophularia canina
1925,Scrophularia,SCROPHULARIACEAE,Scrophularia crithmifolia
1926,Scrophularia,SCROPHULARIACEAE,Scrophularia lyrata
1927,Scrophularia,SCROPHULARIACEAE,Scrophularia nodosa
1928,Scrophularia,SCROPHULARIACEAE,Scrophularia peregrina
1929,Scrophularia,SCROPHULARIACEAE,Scrophularia scorodonia
1930,Scutellaria,LAMIACEAE,Scutellaria alpina
1931,Scutellaria,LAMIACEAE,Scutellaria galericulata
1932,Scutellaria,LAMIACEAE,Scutellaria minor
1933,Sedum,CRASSULACEAE,Sedum acre
1934,Sedum,CRASSULACEAE,Sedum album
1935,Sedum,CRASSULACEAE,Sedum alpestre
1936,Sedum,CRASSULACEAE,Sedum amplexicaule
1937,Sedum,CRASSULACEAE,Sedum anglicum
1938,Sedum,CRASSULACEAE,Sedum annuum
1939,Sedum,CRASSULACEAE,Sedum brevifolium
1940,Sedum,CRASSULACEAE,Sedum caespitosum
1941,Sedum,CRASSULACEAE,Sedum dasyphyllum
1942,Sedum,CRASSULACEAE,Sedum forsterianum
1943,Sedum,CRASSULACEAE,Sedum gypsicola
1944,Sedum,CRASSULACEAE,Sedum hirsutum
1945,Sedum,CRASSULACEAE,Sedum mucizonia
1946,Sedum,CRASSULACEAE,Sedum rupestre
1947,Sedum,CRASSULACEAE,Sedum sediforme
1948,Sedum,CRASSULACEAE,Sedum sexangulare
1949,Sedum,CRASSULACEAE,Sedum villosum
1950,Selaginella,SELAGINELLACEAE,Selaginella denticulata
1951,Selinum,APIACEAE,Selinum carvifolia
1952,Senecio,ASTERACEAE,Senecio adonidifolius
1953,Senecio,ASTERACEAE,Senecio aquaticus
1954,Senecio,ASTERACEAE,Senecio carpetanus
1955,Senecio,ASTERACEAE,Senecio doria
1956,Senecio,ASTERACEAE,Senecio doronicum
1957,Senecio,ASTERACEAE,Senecio gallicus
1958,Senecio,ASTERACEAE,Senecio inaequidens
1959,Senecio,ASTERACEAE,Senecio jacobaea
1960,Senecio,ASTERACEAE,Senecio lividus
1961,Senecio,ASTERACEAE,Senecio minutus
1962,Senecio,ASTERACEAE,Senecio pyrenaicus
1963,Senecio,ASTERACEAE,Senecio vulgaris
1964,Serratula,ASTERACEAE,Serratula tinctoria
1965,Seseli,APIACEAE,Seseli libanotis
1966,Seseli,APIACEAE,Seseli montanum
1967,Seseli,APIACEAE,Seseli tortuosum
1968,Setaria,POACEAE,Setaria glauca
1969,Setaria,POACEAE,Setaria pumila
1970,Setaria,POACEAE,Setaria verticillata
1971,Setaria,POACEAE,Setaria viridis
1972,Sideritis,LAMIACEAE,Sideritis hirsuta
1973,Sideritis,LAMIACEAE,Sideritis hyssopifolia
1974,Sideritis,LAMIACEAE,Sideritis incana
1975,Sideritis,LAMIACEAE,Sideritis montana
1976,Sideritis,LAMIACEAE,Sideritis scordioides
1977,Silene,CARYOPHYLLACEAE,Silene acaulis
1978,Silene,CARYOPHYLLACEAE,Silene alba
1979,Silene,CARYOPHYLLACEAE,Silene boryi
1980,Silene,CARYOPHYLLACEAE,Silene ciliata
1981,Silene,CARYOPHYLLACEAE,Silene colorata
1982,Silene,CARYOPHYLLACEAE,Silene conica
1983,Silene,CARYOPHYLLACEAE,Silene conoidea
1984,Silene,CARYOPHYLLACEAE,Silene dioica
1985,Silene,CARYOPHYLLACEAE,Silene gallica
1986,Silene,CARYOPHYLLACEAE,Silene inaperta
1987,Silene,CARYOPHYLLACEAE,Silene italica
1988,Silene,CARYOPHYLLACEAE,Silene laeta
1989,Silene,CARYOPHYLLACEAE,Silene latifolia
1990,Silene,CARYOPHYLLACEAE,Silene legionensis
1991,Silene,CARYOPHYLLACEAE,Silene muscipula
1992,Silene,CARYOPHYLLACEAE,Silene noctiflora
1993,Silene,CARYOPHYLLACEAE,Silene nutans
1994,Silene,CARYOPHYLLACEAE,Silene otites
1995,Silene,CARYOPHYLLACEAE,Silene portensis
1996,Silene,CARYOPHYLLACEAE,Silene rupestris
1997,Silene,CARYOPHYLLACEAE,Silene saxifraga
1998,Silene,CARYOPHYLLACEAE,Silene vulgaris
1999,Silybum,ASTERACEAE,Silybum marianum
2000,Sisymbrium,BRASSICACEAE,Sisymbrium austriacum
2001,Sisymbrium,BRASSICACEAE,Sisymbrium erysimoides
2002,Sisymbrium,BRASSICACEAE,Sisymbrium irio
2003,Sisymbrium,BRASSICACEAE,Sisymbrium officinale
2004,Sisymbrium,BRASSICACEAE,Sisymbrium orientale
2005,Smyrnium,APIACEAE,Smyrnium olusatrum
2006,Solanum,SOLANACEAE,Solanum dulcamara
2007,Solanum,SOLANACEAE,Solanum linnaeanum
2008,Solanum,SOLANACEAE,Solanum luteum
2009,Solanum,SOLANACEAE,Solanum nigrum
2010,Solidago,ASTERACEAE,Solidago virgaurea
2011,Sonchus,ASTERACEAE,Sonchus arvensis
2012,Sonchus,ASTERACEAE,Sonchus asper
2013,Sonchus,ASTERACEAE,Sonchus oleraceus
2014,Sorbus,ROSACEAE,Sorbus aria
2015,Sorbus,ROSACEAE,Sorbus aucuparia
2016,Sorbus,ROSACEAE,Sorbus domestica
